station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Ang Mo Kio,2024,1,28,0.8,0.8,0.8,0.8,27.6,31.5,25.4,10,39.3,2024-01-28
Ang Mo Kio,2024,1,29,0,0,0,0,27.7,31.2,25.5,10.5,38.5,2024-01-29
Ang Mo Kio,2024,1,30,0,0,0,0,27.4,31.1,25.1,8.8,35.6,2024-01-30
Ang Mo Kio,2024,1,31,0,0,0,0,27.5,32.2,25,8.3,33.9,2024-01-31
Ang Mo Kio,2024,2,1,0,0,0,0,27.9,32.3,26,8.6,34.3,2024-02-01
Ang Mo Kio,2024,2,2,2,2,2,2,27.8,31.9,25.8,7.4,34.3,2024-02-02
Ang Mo Kio,2024,2,3,0,0,0,0,28.3,33.7,25.6,7.8,33.5,2024-02-03
Ang Mo Kio,2024,2,4,0,0,0,0,28.5,33.2,25.5,6.3,24.4,2024-02-04
Ang Mo Kio,2024,2,5,0,0,0,0,28.3,33.5,25.1,8.2,31.7,2024-02-05
Ang Mo Kio,2024,2,6,15.2,9.2,12.6,15.2,27.9,33.3,25.6,6,27.4,2024-02-06
Ang Mo Kio,2024,2,7,0.2,0.2,0.2,0.2,28.1,32.5,25.5,7.2,33.2,2024-02-07
Ang Mo Kio,2024,2,8,26.8,13.2,19.6,26.8,27.9,33.5,25.6,5.7,38.5,2024-02-08
Ang Mo Kio,2024,2,9,37.2,16.6,20.8,33,27.2,32,24.7,7.4,28.2,2024-02-09
Ang Mo Kio,2024,2,10,12.8,11,12,12.6,27.5,32.2,24.4,8.1,35.2,2024-02-10
Ang Mo Kio,2024,2,11,0.8,0.4,0.6,12.4,27.7,31.9,25.1,8.8,42,2024-02-11
Ang Mo Kio,2024,2,12,4,3.2,3.4,3.8,26.7,29,24.6,8.6,40,2024-02-12
Ang Mo Kio,2024,2,13,9.8,4.4,5.6,5.6,26.5,29.3,24.2,9.2,50.4,2024-02-13
Ang Mo Kio,2024,2,14,4,1.2,1.4,1.8,27.4,31.4,24.5,7.9,44.3,2024-02-14
Ang Mo Kio,2024,2,15,14,10,13.4,13.4,26.7,29.5,25.3,7.5,42,2024-02-15
Ang Mo Kio,2024,2,16,0,0,0,0,27.7,31.6,25.9,9.7,43.5,2024-02-16
Ang Mo Kio,2024,2,17,0.2,0.2,0.2,0.2,27.5,31.3,25.5,7.6,38.9,2024-02-17
Ang Mo Kio,2024,2,18,0,0,0,0,28.1,32.1,25.4,6.7,28.9,2024-02-18
Ang Mo Kio,2024,2,19,0,0,0,0,28.6,33.4,25.7,8.2,31.3,2024-02-19
Ang Mo Kio,2024,2,20,0,0,0,0,28.6,33.6,25.8,6.9,28.2,2024-02-20
Ang Mo Kio,2024,2,21,22,21.6,22,22,27.9,34.3,24.7,6.1,37.8,2024-02-21
Ang Mo Kio,2024,2,22,1,1,1,1,28.2,33.8,25.8,5.4,26.3,2024-02-22
Ang Mo Kio,2024,2,23,0,0,0,0,28.2,32.7,25.8,7.8,34.6,2024-02-23
Ang Mo Kio,2024,2,24,0,0,0,0,28.2,31.7,25.8,7.5,29.1,2024-02-24
Ang Mo Kio,2024,2,25,0,0,0,0,28.7,33.2,25.5,8.6,40,2024-02-25
Ang Mo Kio,2024,2,26,0,0,0,0,28.6,32.7,26.2,9.8,38.2,2024-02-26
Ang Mo Kio,2024,2,27,0,0,0,0,27.9,30.5,26.8,8.7,43.2,2024-02-27
Ang Mo Kio,2024,2,28,0,0,0,0,28.4,31.9,26.3,10,46.5,2024-02-28
Ang Mo Kio,2024,2,29,0,0,0,0,28.9,33.9,25.7,8.9,31.3,2024-02-29
Ang Mo Kio,2024,3,1,2.2,1.4,1.8,1.8,28.4,32,26.7,7.7,31.3,2024-03-01
Ang Mo Kio,2024,3,2,13.8,8.4,9.6,13.2,27.7,31.3,25.2,6.9,45,2024-03-02
Ang Mo Kio,2024,3,3,15.8,7.6,7.8,8.4,26.5,29.5,24.3,6.1,30.2,2024-03-03
Ang Mo Kio,2024,3,4,13.4,8.4,8.4,8.4,27.7,31.6,25.1,6.4,29.1,2024-03-04
Ang Mo Kio,2024,3,5,32.2,13,16.4,18.6,26.3,31.5,23.9,4,21.7,2024-03-05
Ang Mo Kio,2024,3,6,0.6,0.4,0.4,0.4,27.3,33.5,24.9,4.2,22,2024-03-06
Ang Mo Kio,2024,3,7,32.6,13.8,25.8,27,27.7,34.3,24.3,4.1,36.7,2024-03-07
Ang Mo Kio,2024,3,8,3.8,2,3.2,3.6,27.1,31,25.4,4.2,23.3,2024-03-08
Ang Mo Kio,2024,3,9,0.2,0.2,0.2,0.2,28.5,32.8,25.6,6.4,27.8,2024-03-09
Ang Mo Kio,2024,3,10,0.4,0.4,0.4,0.4,27.9,30.9,25.9,7,30.2,2024-03-10
Ang Mo Kio,2024,3,11,0,0,0,0,28.6,33,25.9,8,34.3,2024-03-11
Ang Mo Kio,2024,3,12,0,0,0,0,29,33.6,27,8.2,32.4,2024-03-12
Ang Mo Kio,2024,3,13,0,0,0,0,28.9,33.8,25.4,8.5,29.1,2024-03-13
Ang Mo Kio,2024,3,14,0,0,0,0,28.7,34.9,25.7,8.1,31.3,2024-03-14
Ang Mo Kio,2024,3,15,0,0,0,0,28.3,32.3,25.7,6.9,28.2,2024-03-15
Ang Mo Kio,2024,3,16,0,0,0,0,28.7,33.9,25.6,7.3,33.9,2024-03-16
Ang Mo Kio,2024,3,17,0,0,0,0,29.3,34.4,26.1,8.9,35,2024-03-17
Ang Mo Kio,2024,3,18,0,0,0,0,29.5,34.4,26,8.3,29.1,2024-03-18
Ang Mo Kio,2024,3,19,0,0,0,0,29,33.4,26.8,7.8,34.6,2024-03-19
Ang Mo Kio,2024,3,20,0,0,0,0,28.8,31.7,26.7,9.6,40.7,2024-03-20
Ang Mo Kio,2024,3,21,8.4,7.6,8.4,8.4,28.4,32,26.7,7.7,32,2024-03-21
Ang Mo Kio,2024,3,22,0,0,0,0,28.9,32.9,26.1,8,29.4,2024-03-22
Ang Mo Kio,2024,3,23,0,0,0,0,29.6,34.5,26.2,7.3,27.4,2024-03-23
Ang Mo Kio,2024,3,24,0,0,0,0,29.5,34.1,26.5,7.2,28.5,2024-03-24
Ang Mo Kio,2024,3,25,0,0,0,0,29.7,34.7,26.3,7.7,36.7,2024-03-25
Ang Mo Kio,2024,3,26,0,0,0,0,29.8,34.4,27,8.1,34.6,2024-03-26
Ang Mo Kio,2024,3,27,0,0,0,0,29.7,34.4,26.7,7.7,33.5,2024-03-27
Ang Mo Kio,2024,3,28,0,0,0,0,29.9,33.4,27.1,7.6,35.6,2024-03-28
Ang Mo Kio,2024,3,29,0,0,0,0,30.3,34.9,28,9,36.7,2024-03-29
Ang Mo Kio,2024,3,30,0,0,0,0,30.1,34.6,27.8,7.7,39.3,2024-03-30
Ang Mo Kio,2024,3,31,4.6,3.4,4.6,4.6,29.3,34.1,27.3,4,21.7,2024-03-31
Ang Mo Kio,2024,4,1,4.4,3.2,3.8,4.4,28.9,32.9,26.8,5.1,24.8,2024-04-01
Ang Mo Kio,2024,4,2,0,0,0,0,30.5,35,27.7,5.8,25.6,2024-04-02
Ang Mo Kio,2024,4,3,42.4,40.4,42.4,42.4,29.6,34,24.8,5.6,29.8,2024-04-03
Ang Mo Kio,2024,4,4,35.8,25,32.4,35.8,28.5,34.9,23.4,4.2,29.8,2024-04-04
Ang Mo Kio,2024,4,5,0,0,0,0,29.6,34.4,26.3,4.7,25.2,2024-04-05
Ang Mo Kio,2024,4,6,0,0,0,0,30,34.9,27.1,6.7,29.4,2024-04-06
Ang Mo Kio,2024,4,7,21,13.6,19,21,29.4,34.3,24.9,6.5,35.9,2024-04-07
Ang Mo Kio,2024,4,8,36.6,30.6,36,36.6,29.1,35.3,23.7,4.1,37.4,2024-04-08
Ang Mo Kio,2024,4,9,0,0,0,0,30.3,35.2,26.5,5.6,29.8,2024-04-09
Ang Mo Kio,2024,4,10,0.8,0.6,0.6,0.6,28.9,32.9,27.6,5,30.2,2024-04-10
Ang Mo Kio,2024,4,11,20.8,10.2,14.6,16.8,28.2,31.7,25.2,6.8,32.8,2024-04-11
Ang Mo Kio,2024,4,12,41.4,13,18.4,23.6,25.8,28.3,24,5.1,27.8,2024-04-12
Ang Mo Kio,2024,4,13,0,0,0,0,29.1,34,25.4,6.2,33.9,2024-04-13
Ang Mo Kio,2024,4,14,0.2,0.2,0.2,0.2,28.5,32.3,27,5.1,28.9,2024-04-14
Ang Mo Kio,2024,4,15,0,0,0,0,29,32.9,27.1,6.1,29.4,2024-04-15
Ang Mo Kio,2024,4,16,0.8,0.4,0.6,0.8,27.6,29.4,26.5,4.8,23.3,2024-04-16
Ang Mo Kio,2024,4,17,5.2,4.4,5.2,5.2,28.3,33,24.7,4.7,41.1,2024-04-17
Ang Mo Kio,2024,4,18,0,0,0,0,29.3,33.9,26.3,4.1,16.5,2024-04-18
Ang Mo Kio,2024,4,19,13,8.8,9,9,28.9,33.3,26,3.6,22,2024-04-19
Ang Mo Kio,2024,4,20,14.8,9.4,11,11.6,28.1,32.2,24,4,31.3,2024-04-20
Ang Mo Kio,2024,4,21,38.2,32.2,38.2,38.2,28.8,35.1,24.5,3.5,33.9,2024-04-21
Ang Mo Kio,2024,4,22,0.4,0.4,0.4,0.4,29.4,33,26.5,3.8,22,2024-04-22
Ang Mo Kio,2024,4,23,25.2,18.8,18.8,18.8,29.7,33.1,25.6,4.5,32.4,2024-04-23
Ang Mo Kio,2024,4,24,0,0,0,0,30.3,34.4,27.6,5,28.5,2024-04-24
Ang Mo Kio,2024,4,25,2.4,2.2,2.2,2.2,30.2,34.6,27.9,6.3,32.8,2024-04-25
Ang Mo Kio,2024,4,26,0,0,0,0,30.4,35.6,27.5,4.6,28.9,2024-04-26
Ang Mo Kio,2024,4,27,0,0,0,0,30.5,35.1,27.8,4.2,25.6,2024-04-27
Ang Mo Kio,2024,4,28,8.6,8.6,8.6,8.6,29.8,33.7,24.8,5.1,51.5,2024-04-28
Ang Mo Kio,2024,4,29,0,0,0,0,30.7,35,27.1,6.4,32.8,2024-04-29
Ang Mo Kio,2024,4,30,0,NA,0,0,30.9,35.2,28.8,6,20.6,2024-04-30
Ang Mo Kio,2024,5,1,69.2,38,48,48.2,30,34.9,24.4,6.2,40.7,2024-05-01
Ang Mo Kio,2024,5,2,5.8,4.6,31.4,48.6,28.6,33,26.1,3.5,26.3,2024-05-02
Ang Mo Kio,2024,5,3,37.2,13,17.8,27.4,28.3,34.2,25.5,3.6,24.1,2024-05-03
Ang Mo Kio,2024,5,4,32.2,8.6,14.2,21,26,27.8,23.9,4.5,29.1,2024-05-04
Ang Mo Kio,2024,5,5,0,0,0,0,29.7,34.4,25.6,5.2,24.4,2024-05-05
Ang Mo Kio,2024,5,6,0,0,0,0,30.5,34,28.6,7.3,30.9,2024-05-06
Ang Mo Kio,2024,5,7,8.2,5.2,8,8.2,28.6,31.5,25.8,4.4,23,2024-05-07
Ang Mo Kio,2024,5,8,18.6,15,18.2,18.6,28.3,31.9,24.7,4.9,25.6,2024-05-08
Ang Mo Kio,2024,5,9,0,0,0,0,30.2,35,27.2,6.4,31.3,2024-05-09
Ang Mo Kio,2024,5,10,0,0,0,0,30,33,28.7,6.9,41.9,2024-05-10
Ang Mo Kio,2024,5,11,0,0,0,0,29.9,33.8,27.4,6.1,28.2,2024-05-11
Ang Mo Kio,2024,5,12,2.2,2.2,2.2,2.2,29.1,33.6,27,4.4,26.3,2024-05-12
Ang Mo Kio,2024,5,13,1.6,1.4,1.6,1.6,28.9,33.9,26.5,4.1,32.4,2024-05-13
Ang Mo Kio,2024,5,14,63.6,39.4,61.2,63.6,28.6,35.3,24.3,4,34.3,2024-05-14
Ang Mo Kio,2024,5,15,27,20,24.8,26.8,28.4,32.7,26.2,3.6,28.9,2024-05-15
Ang Mo Kio,2024,5,16,10.6,4.4,8.6,8.6,27.4,31.5,24.9,3.9,35,2024-05-16
Ang Mo Kio,2024,5,17,1.4,1.2,1.2,1.2,29.1,33.2,25.8,4.4,27,2024-05-17
Ang Mo Kio,2024,5,18,0,0,0,0,29.6,33.5,27.3,5.1,33.2,2024-05-18
Ang Mo Kio,2024,5,19,2.6,2.6,2.6,2.6,29.6,33.5,27.5,5.9,35,2024-05-19
Ang Mo Kio,2024,5,20,14.8,7.6,9.4,10.2,28.3,30.8,25.8,5.4,26.7,2024-05-20
Ang Mo Kio,2024,5,21,0,0,0,0,29.4,31.9,26.8,5.3,32.4,2024-05-21
Ang Mo Kio,2024,5,22,44.4,24,32,33.4,28.1,31.6,24.9,3.7,22.6,2024-05-22
Ang Mo Kio,2024,5,23,28,23.6,27.2,27.6,28.5,32.8,25.3,3.8,35.6,2024-05-23
Ang Mo Kio,2024,5,24,1.6,0.6,1,1.2,28.2,32.4,24.7,3.3,24.4,2024-05-24
Ang Mo Kio,2024,5,25,7.6,2.8,3,3.4,28,33,25.5,3.8,29.8,2024-05-25
Ang Mo Kio,2024,5,26,0,0,0,0,29.6,33.5,26.7,4.2,23.3,2024-05-26
Ang Mo Kio,2024,5,27,0,0,0,0,30.6,34.7,29,5.9,30.2,2024-05-27
Ang Mo Kio,2024,5,28,0.4,0.4,0.4,0.4,30,33.2,27.7,5,30.6,2024-05-28
Ang Mo Kio,2024,5,29,0,0,0,0,30.6,35,27.9,6.5,36.7,2024-05-29
Ang Mo Kio,2024,5,30,0.8,0.8,0.8,0.8,30,32.6,27.3,6.4,40.4,2024-05-30
Ang Mo Kio,2024,5,31,0,0,0,0,30,33.4,28.3,5.2,23,2024-05-31
Ang Mo Kio,2024,6,1,6.8,1.8,2.8,3.8,27.5,29.8,25.3,4.1,21.3,2024-06-01
Ang Mo Kio,2024,6,2,5.6,3.6,4.2,5.4,27.5,32,25.7,3.3,18.7,2024-06-02
Ang Mo Kio,2024,6,3,0.2,0.2,0.2,0.2,28.6,34.3,25.8,3.6,26.7,2024-06-03
Ang Mo Kio,2024,6,4,0,0,0,0,29.2,33.9,26.6,4.4,28.2,2024-06-04
Ang Mo Kio,2024,6,5,0,0,0,0,30.4,33.9,26.9,5.5,24.1,2024-06-05
Ang Mo Kio,2024,6,6,4.4,2.4,3.6,4.4,28.9,34.4,26.1,6.4,28.2,2024-06-06
Ang Mo Kio,2024,6,7,24.8,24.6,24.6,24.8,28.5,32.8,25,3.5,28.2,2024-06-07
Ang Mo Kio,2024,6,8,0,0,0,0,29,31.8,27.5,4.1,27.8,2024-06-08
Ang Mo Kio,2024,6,9,0,0,0,0,29.5,32.5,27.2,4.4,23.3,2024-06-09
Ang Mo Kio,2024,6,10,39.6,27.4,36,39.2,28.7,31.7,24.6,3.8,35,2024-06-10
Ang Mo Kio,2024,6,11,0,0,0,0,29.2,34.7,26.6,4.3,33.2,2024-06-11
Ang Mo Kio,2024,6,12,11.6,10.8,11.2,11.6,28.9,32.4,24,3.6,23,2024-06-12
Ang Mo Kio,2024,6,13,0,0,0,0,29.7,34.6,26.6,3.8,22.6,2024-06-13
Ang Mo Kio,2024,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-14
Ang Mo Kio,2024,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-15
Ang Mo Kio,2024,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-16
Ang Mo Kio,2024,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-17
Ang Mo Kio,2024,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-18
Ang Mo Kio,2024,6,19,0,0,0,0,29.1,30.9,26.8,5.4,23.7,2024-06-19
Ang Mo Kio,2024,6,20,0,0,0,0,29.4,33.4,26.3,5.5,27.8,2024-06-20
Ang Mo Kio,2024,6,21,36.2,9.8,15,17.4,27.3,30.3,22.6,6.8,58,2024-06-21
Ang Mo Kio,2024,6,22,42.6,13.4,22,35.8,26.2,28.3,22.9,6.1,46.1,2024-06-22
Ang Mo Kio,2024,6,23,0,0,0,0,28.4,32.2,25.3,4.8,28.5,2024-06-23
Ang Mo Kio,2024,6,24,0,0,0,0,29.6,33.2,27.8,5.4,26.3,2024-06-24
Ang Mo Kio,2024,6,25,5.6,3.6,5.2,5.4,29.7,33.5,27.3,6.5,33.2,2024-06-25
Ang Mo Kio,2024,6,26,0,0,0,0,29.5,33.8,26.5,7.4,33.9,2024-06-26
Ang Mo Kio,2024,6,27,0,0,0,0,28.7,31.7,26.7,5.6,27.8,2024-06-27
Ang Mo Kio,2024,6,28,5.8,5.8,5.8,5.8,29.1,34,25.9,4.4,30.9,2024-06-28
Ang Mo Kio,2024,6,29,2.2,1,1.4,2.2,28.5,32.5,25.7,4.6,19.8,2024-06-29
Ang Mo Kio,2024,6,30,27,9,12.4,19.4,26.3,28.8,23.5,5.3,34.3,2024-06-30
Ang Mo Kio,2024,7,1,7.4,5.6,5.8,5.8,27.3,32.8,25,3.3,23.3,2024-07-01
Ang Mo Kio,2024,7,2,1.4,0.6,1,1.4,28.9,32.4,26.4,4.2,24.4,2024-07-02
Ang Mo Kio,2024,7,3,9.8,9.4,9.6,9.8,29,32.6,25,5.6,27.8,2024-07-03
Ang Mo Kio,2024,7,4,0,0,0,0,30,33.8,27.8,6.8,29.1,2024-07-04
Ang Mo Kio,2024,7,5,6.2,4.4,5.8,6.2,28.9,33.8,23.4,4.1,29.1,2024-07-05
Ang Mo Kio,2024,7,6,5,4.2,4.2,4.6,28.8,32.5,25.9,4.3,23.7,2024-07-06
Ang Mo Kio,2024,7,7,3.8,3,3.6,4.2,28.2,32.2,26.1,4.6,25.9,2024-07-07
Ang Mo Kio,2024,7,8,5.6,1.6,2.8,3.6,26.9,30.1,25.3,4.6,29.1,2024-07-08
Ang Mo Kio,2024,7,9,4.6,2.6,4,4.4,27.8,30.8,25.8,4.6,28.5,2024-07-09
Ang Mo Kio,2024,7,10,0.2,0.2,0.2,0.2,28.7,31.8,26.4,5.2,29.1,2024-07-10
Ang Mo Kio,2024,7,11,0,0,0,0,29.4,32.3,27.5,7.2,35.9,2024-07-11
Ang Mo Kio,2024,7,12,7.2,3.4,4,5.2,27.7,32.1,24.6,5.6,32.4,2024-07-12
Ang Mo Kio,2024,7,13,0,0,0,0,28.9,32.3,25.5,5.7,28.5,2024-07-13
Ang Mo Kio,2024,7,14,0,0,0,0,29.3,32,27.4,6,31.7,2024-07-14
Ang Mo Kio,2024,7,15,0,0,0,0,29.7,32.4,28,7.1,26.7,2024-07-15
Ang Mo Kio,2024,7,16,0,0,0,0,29.4,31.9,28.1,7,31.3,2024-07-16
Ang Mo Kio,2024,7,17,0,0,0,0,29.7,32.2,27.9,6.8,28.9,2024-07-17
Ang Mo Kio,2024,7,18,0,0,0,0,29.7,32.6,28,7.3,32.8,2024-07-18
Ang Mo Kio,2024,7,19,0,0,0,0,30.1,33.2,28.5,9.1,33.5,2024-07-19
Ang Mo Kio,2024,7,20,0,0,0,0,30,33.1,28.4,8,28.9,2024-07-20
Ang Mo Kio,2024,7,21,0,0,0,0,29.8,32.4,28.6,7.9,31.7,2024-07-21
Ang Mo Kio,2024,7,22,0,0,0,0,30.1,33.3,28.5,8,32.8,2024-07-22
Ang Mo Kio,2024,7,23,0,0,0,0,30.4,34,28.5,7.4,27.8,2024-07-23
Ang Mo Kio,2024,7,24,0,0,0,0,30.2,33.3,28.4,7.7,27.8,2024-07-24
Ang Mo Kio,2024,7,25,0,0,0,0,29.9,33.1,28,8.6,27,2024-07-25
Ang Mo Kio,2024,7,26,0,0,0,0,30,32.9,28.3,8.8,32.8,2024-07-26
Ang Mo Kio,2024,7,27,0,0,0,0,30.3,34.2,28.4,8.9,30.2,2024-07-27
Ang Mo Kio,2024,7,28,0,0,0,0,30.2,33.4,28.4,10.3,35.2,2024-07-28
Ang Mo Kio,2024,7,29,0,0,0,0,30.1,33.2,28.4,9.6,30.6,2024-07-29
Ang Mo Kio,2024,7,30,0,0,0,0,30,33.5,28.1,9.4,32.8,2024-07-30
Ang Mo Kio,2024,7,31,17.4,10.2,10.2,10.2,28.5,33.4,25,8.7,39.3,2024-07-31
Ang Mo Kio,2024,8,1,0,0,0,0,28.9,33,25.8,5.4,33.5,2024-08-01
Ang Mo Kio,2024,8,2,0,0,0,0,29.5,33,27.9,7.4,30.6,2024-08-02
Ang Mo Kio,2024,8,3,0.2,0.2,0.2,0.2,29.8,34,28.1,7.4,36.3,2024-08-03
Ang Mo Kio,2024,8,4,8,2.6,3.2,4.8,27.1,30.4,24.8,5.8,36.7,2024-08-04
Ang Mo Kio,2024,8,5,0,0.2,0.2,0.2,28.4,32.8,25.5,5.4,29.4,2024-08-05
Ang Mo Kio,2024,8,6,3,3,3,3,29.2,33.5,26,7.5,30.2,2024-08-06
Ang Mo Kio,2024,8,7,0,0,0,0,29.4,33.2,27.3,7.2,38.9,2024-08-07
Ang Mo Kio,2024,8,8,2.6,1.6,1.8,2.2,29.6,32.8,26.9,7.6,31.3,2024-08-08
Ang Mo Kio,2024,8,9,3.4,2.4,2.4,2.6,28.6,32.9,26.2,6.7,34.6,2024-08-09
Ang Mo Kio,2024,8,10,0,0,0,0,27.5,30.3,25.9,5,30.2,2024-08-10
Ang Mo Kio,2024,8,11,1.8,1.6,1.6,1.6,28.7,32.2,25.8,5.3,24.8,2024-08-11
Ang Mo Kio,2024,8,12,3,1.6,1.8,3,29.1,32.4,27.4,6.3,28.9,2024-08-12
Ang Mo Kio,2024,8,13,0,0,0,0,29.6,32.8,27.9,10.9,41.1,2024-08-13
Ang Mo Kio,2024,8,14,8.8,4,4.4,6.2,27.3,30.4,25.1,5.3,34.3,2024-08-14
Ang Mo Kio,2024,8,15,0,0,0,0,28.4,32.4,25.9,6,31.3,2024-08-15
Ang Mo Kio,2024,8,16,2.4,2.2,2.2,2.2,28.8,31.8,26.7,7.4,36.3,2024-08-16
Ang Mo Kio,2024,8,17,1.4,1.2,1.2,1.4,28.8,31.4,26.6,9.3,38.5,2024-08-17
Ang Mo Kio,2024,8,18,0,0,0,0,29.3,32.7,27.4,7.6,28.2,2024-08-18
Ang Mo Kio,2024,8,19,0,0,0,0,29.8,33.3,27.8,6.9,30.9,2024-08-19
Ang Mo Kio,2024,8,20,8.6,5.6,6.2,6.2,28.3,32.9,25.1,6,31.3,2024-08-20
Ang Mo Kio,2024,8,21,0,0,0,0,28.3,31.8,25.2,5.1,26.3,2024-08-21
Ang Mo Kio,2024,8,22,0,0,0,0,29.8,34.2,27.3,5.1,32.4,2024-08-22
Ang Mo Kio,2024,8,23,3.2,3.2,3.2,3.2,28.8,33.6,26.6,6.5,28.9,2024-08-23
Ang Mo Kio,2024,8,24,2.4,1.2,1.4,1.6,27.1,29.8,24.9,5.7,35.6,2024-08-24
Ang Mo Kio,2024,8,25,2.2,2,2,2,27.7,31.1,24.9,4.4,50.7,2024-08-25
Ang Mo Kio,2024,8,26,0,0,0,0,29.2,32.7,26.6,4.8,26.3,2024-08-26
Ang Mo Kio,2024,8,27,13,10,13,13,28.4,31.2,24.2,5.1,28.9,2024-08-27
Ang Mo Kio,2024,8,28,5,2.8,4,5,28.3,33.7,23.7,6.8,36.7,2024-08-28
Ang Mo Kio,2024,8,29,0,0,0,0,28.9,31.8,25.8,5.5,35.6,2024-08-29
Ang Mo Kio,2024,8,30,0,0,0,0,29.6,33.5,27.8,7.1,30.9,2024-08-30
Ang Mo Kio,2024,8,31,0,0,0,0,29.8,33.8,27.5,6.7,30.2,2024-08-31
Ang Mo Kio,2024,9,1,0,0,0,0,30.2,34.4,27.1,6.9,25.2,2024-09-01
Ang Mo Kio,2024,9,2,0,0,0,0,30.4,34.3,28.4,8.6,30.9,2024-09-02
Ang Mo Kio,2024,9,3,5.6,4.8,5,5.6,29.3,32.1,25,7.1,39.3,2024-09-03
Ang Mo Kio,2024,9,4,14,5.2,7,11.2,27.6,30.9,23.7,7.1,42.4,2024-09-04
Ang Mo Kio,2024,9,5,0,0,0,0,29.1,33.2,25.8,5.4,25.2,2024-09-05
Ang Mo Kio,2024,9,6,0,0,0,0,29.8,33.1,28,7.6,29.4,2024-09-06
Ang Mo Kio,2024,9,7,5.2,5,5.2,5.2,29.7,32.3,26.7,9.1,41.9,2024-09-07
Ang Mo Kio,2024,9,8,0.4,0.4,0.4,0.4,28.7,32,26.1,5.8,44.6,2024-09-08
Ang Mo Kio,2024,9,9,1.4,0.6,0.8,1,28.3,32.2,26.7,4.4,23.3,2024-09-09
Ang Mo Kio,2024,9,10,6.8,3.4,4.2,5.6,28.1,31.4,23.3,5.7,44.3,2024-09-10
Ang Mo Kio,2024,9,11,40.8,38.8,40.8,40.8,28.6,35.1,23.8,4.6,38.9,2024-09-11
Ang Mo Kio,2024,9,12,0.2,0.2,0.2,0.2,28.6,32.2,25.7,7.2,36.7,2024-09-12
Ang Mo Kio,2024,9,13,2.2,2.2,2.2,2.2,29.5,32.8,26.2,6.5,30.6,2024-09-13
Ang Mo Kio,2024,9,14,35.6,19.6,28.2,31,28,32,23.1,6.2,41.9,2024-09-14
Ang Mo Kio,2024,9,15,5,5,5,5,28.1,30.4,25.8,4.3,26.3,2024-09-15
Ang Mo Kio,2024,9,16,0,0,0,0,29.3,32.7,27,6.5,36.7,2024-09-16
Ang Mo Kio,2024,9,17,8,7.8,8,8,29.2,32.9,23.8,8.2,58.3,2024-09-17
Ang Mo Kio,2024,9,18,0.2,0.2,0.2,0.2,29.2,32.4,26,7.3,42,2024-09-18
Ang Mo Kio,2024,9,19,0,0,0,0,29.7,32.4,27.1,6,26.3,2024-09-19
Ang Mo Kio,2024,9,20,6.8,6,6.8,6.8,29.6,32.8,23.7,7,46.1,2024-09-20
Ang Mo Kio,2024,9,21,7.6,4.2,9,11.8,28.2,31.6,23.8,4.6,35.6,2024-09-21
Ang Mo Kio,2024,9,22,0,0,0,0,30.6,35.7,27.2,5.5,23.7,2024-09-22
Ang Mo Kio,2024,9,23,13.8,11,11.6,12.2,28.6,34.1,24.4,7.1,38.9,2024-09-23
Ang Mo Kio,2024,9,24,1.4,1.2,1.4,1.4,27.6,33.6,25.5,3.7,29.4,2024-09-24
Ang Mo Kio,2024,9,25,5,4,4.8,5,26.9,32.5,25.4,4.2,25.9,2024-09-25
Ang Mo Kio,2024,9,26,14.4,5.4,8.8,11.8,26.1,28.1,22.2,6.3,41.1,2024-09-26
Ang Mo Kio,2024,9,27,0,0,0,0,28.9,33.6,25.4,5.8,29.1,2024-09-27
Ang Mo Kio,2024,9,28,0,0,0,0,29.3,34.1,26.8,6.7,32.8,2024-09-28
Ang Mo Kio,2024,9,29,2.4,2.4,2.4,2.4,29.1,33.2,26.6,4.5,27,2024-09-29
Ang Mo Kio,2024,9,30,25.8,15.2,21.2,21.4,27.7,33.3,23.6,4.3,30.2,2024-09-30
Ang Mo Kio,2024,10,1,3,1.6,2,2.8,27.7,30.5,25.7,4.1,32.8,2024-10-01
Ang Mo Kio,2024,10,2,0,0,0,0,29.1,32.6,26.5,5.3,25.6,2024-10-02
Ang Mo Kio,2024,10,3,0,0,0,0,29,33.2,26.8,5.2,27.8,2024-10-03
Ang Mo Kio,2024,10,4,26.4,22.6,22.6,25.2,27.7,31.3,24.4,3.9,37.8,2024-10-04
Ang Mo Kio,2024,10,5,0.2,0.2,0.2,0.2,28.2,31.9,25.4,4.1,20.9,2024-10-05
Ang Mo Kio,2024,10,6,22.4,8.8,10.6,11.4,27.6,31.2,23.4,5.3,29.1,2024-10-06
Ang Mo Kio,2024,10,7,0,0,0,0,28.6,33,26.2,4.6,27.4,2024-10-07
