station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Tai Seng,2024,8,30,0,0,0,0,29.8,33.7,28.1,7.8,30.9,2024-08-30
Tai Seng,2024,8,31,0,0,0,0,29.9,34.3,28.1,8.6,37.8,2024-08-31
Tai Seng,2024,9,1,0,0,0,0,30.3,34,27.7,8.2,30.9,2024-09-01
Tai Seng,2024,9,2,0,0,0,0,30.6,34.1,28.6,8.6,35,2024-09-02
Tai Seng,2024,9,3,0.8,0.6,0.8,0.8,30,33.2,26.8,8.5,39.3,2024-09-03
Tai Seng,2024,9,4,12.6,4.6,7.8,11.4,28.1,30.9,24.3,8.9,36.7,2024-09-04
Tai Seng,2024,9,5,0,0,0,0,29.5,33.2,27,8.4,31.7,2024-09-05
Tai Seng,2024,9,6,0,0,0,0,30.1,33.6,28.3,8.1,34.3,2024-09-06
Tai Seng,2024,9,7,0.2,0.2,0.2,0.2,30.3,33.6,28.5,8.2,37.4,2024-09-07
Tai Seng,2024,9,8,0.2,0.2,0.2,0.2,29.1,32.4,26.9,7.8,31.7,2024-09-08
Tai Seng,2024,9,9,0.8,0.2,0.4,0.6,28.5,32.6,27.2,7.5,33.2,2024-09-09
Tai Seng,2024,9,10,13.8,8,9.2,11.4,28.4,32.1,23.6,8.9,39.3,2024-09-10
Tai Seng,2024,9,11,0.8,0.8,0.8,0.8,29.4,33.7,27,7.9,39.3,2024-09-11
Tai Seng,2024,9,12,3.4,3.2,3.4,3.4,28.9,31.7,25.2,9.2,31.7,2024-09-12
Tai Seng,2024,9,13,0,0,0,0,29.9,33,28.1,8.9,36.7,2024-09-13
Tai Seng,2024,9,14,32.8,17.4,25.2,29.4,28.2,31.7,23.6,8.5,38.2,2024-09-14
Tai Seng,2024,9,15,11.8,6,7.4,11.2,28.3,30.6,25.2,7.3,32.8,2024-09-15
Tai Seng,2024,9,16,0,0,0,0,29.5,33.2,27.4,8.7,31.3,2024-09-16
Tai Seng,2024,9,17,21.4,18,21.2,21.2,29.4,33.1,23.9,10.2,53.3,2024-09-17
Tai Seng,2024,9,18,0,0,0,0.2,29.5,33.2,26.5,9.5,36.3,2024-09-18
Tai Seng,2024,9,19,0,0,0,0,29.8,32.2,27.9,8.7,33.5,2024-09-19
Tai Seng,2024,9,20,14.4,14.4,14.4,14.4,29.7,32.6,23.7,8.3,48.2,2024-09-20
Tai Seng,2024,9,21,7.4,13.8,17.6,19.2,28.1,30.9,23.7,8.3,33.9,2024-09-21
Tai Seng,2024,9,22,0,0,0,0,30.6,34.4,27.7,7.7,28.5,2024-09-22
Tai Seng,2024,9,23,0,0,0,0,30,35,26.7,9.2,29.4,2024-09-23
Tai Seng,2024,9,24,4.6,4.4,4.4,4.6,28.7,32.4,27.2,7.7,24.4,2024-09-24
Tai Seng,2024,9,25,1.6,1,1,1,27.8,32.8,26.3,8.5,29.8,2024-09-25
Tai Seng,2024,9,26,4.6,2,3,3.8,27.1,29.2,24.1,9.7,33.2,2024-09-26
Tai Seng,2024,9,27,0,0,0,0,29.5,34.1,26.4,7.4,23,2024-09-27
Tai Seng,2024,9,28,0.2,0.2,0.2,0.2,29.5,34.2,27.6,8.6,36.3,2024-09-28
Tai Seng,2024,9,29,17,9,12,17,29.2,33.5,26.6,8.1,30.6,2024-09-29
Tai Seng,2024,9,30,15.4,12.2,14.2,15,28.6,33.3,25.2,8.2,30.6,2024-09-30
Tai Seng,2024,10,1,1.4,0.8,1,1.4,28.6,31.3,26.3,NA,NA,2024-10-01
Tai Seng,2024,10,2,0,0,0,0,29.5,33.1,27.7,NA,NA,2024-10-02
Tai Seng,2024,10,3,4.2,3.4,4,4.2,29.2,31.8,25.6,NA,NA,2024-10-03
Tai Seng,2024,10,4,2,1,1,1.2,28.2,32.1,26.2,NA,NA,2024-10-04
Tai Seng,2024,10,5,0,0,0,0.2,28.5,32.2,26.3,NA,NA,2024-10-05
Tai Seng,2024,10,6,35,15,18.2,19.4,28,32.4,23.5,NA,NA,2024-10-06
Tai Seng,2024,10,7,0,0,0,0,29,33.1,27,NA,NA,2024-10-07
Tai Seng,2024,10,8,0.2,0.2,0.2,0.2,28.8,31.2,26.2,NA,NA,2024-10-08
Tai Seng,2024,10,9,0,0,0,0,28.9,32,27.7,NA,NA,2024-10-09
Tai Seng,2024,10,10,0,0,0,0,29.1,32.5,27.5,NA,NA,2024-10-10
Tai Seng,2024,10,11,3.6,3.2,3.2,3.6,28.9,33.4,26.9,NA,NA,2024-10-11
Tai Seng,2024,10,12,19.2,6.2,8,14,27.5,29.8,26.2,NA,NA,2024-10-12
Tai Seng,2024,10,13,0.4,0.4,0.4,0.4,28.9,33.1,26.1,NA,NA,2024-10-13
Tai Seng,2024,10,14,59,30.4,38.8,48.2,26.4,29.1,23.9,NA,NA,2024-10-14
Tai Seng,2024,10,15,0,0,0,0,28.6,33,26.4,NA,NA,2024-10-15
Tai Seng,2024,10,16,1.2,0.6,0.8,0.8,28.7,31.9,26,NA,NA,2024-10-16
Tai Seng,2024,10,17,2.8,2.2,2.6,2.6,28,29.8,25.1,NA,NA,2024-10-17
Tai Seng,2024,10,18,0,0,0,0,28.2,32,26.3,NA,NA,2024-10-18
Tai Seng,2024,10,19,13.4,13.4,13.4,13.4,28.6,33.3,24.3,NA,NA,2024-10-19
Tai Seng,2024,10,20,27.4,14.6,17.2,24.8,27.7,32.1,21.9,NA,NA,2024-10-20
Tai Seng,2024,10,21,0,0,0,0,30.4,35.2,27.4,NA,NA,2024-10-21
Tai Seng,2024,10,22,2.8,2.8,2.8,2.8,30.2,34.5,27.7,NA,NA,2024-10-22
Tai Seng,2024,10,23,0.2,0.2,0.2,0.2,30.3,35.5,27.5,NA,NA,2024-10-23
Tai Seng,2024,10,24,0.2,0.2,0.2,0.2,29.3,33.4,27.1,NA,NA,2024-10-24
Tai Seng,2024,10,25,0,0,0,0,29.7,33.2,27.6,NA,NA,2024-10-25
Tai Seng,2024,10,26,0,0,0,0,30.4,33.9,27.9,NA,NA,2024-10-26
Tai Seng,2024,10,27,0,0,0,0,31,34.8,28.1,NA,NA,2024-10-27
Tai Seng,2024,10,28,0,0,0,0,30.7,34.6,29.3,NA,NA,2024-10-28
Tai Seng,2024,10,29,0,0,0,0,30.9,34.2,28.7,NA,NA,2024-10-29
Tai Seng,2024,10,30,0,0,0,0,30.7,34.3,28.2,NA,NA,2024-10-30
Tai Seng,2024,10,31,1.4,1.2,1.2,1.2,30.1,32.8,26.5,NA,NA,2024-10-31
Tai Seng,2024,11,1,8,7.6,8,8,28.9,34.6,26.1,NA,NA,2024-11-01
Tai Seng,2024,11,2,0.6,0.2,0.2,0.4,28.3,31.3,26.8,NA,NA,2024-11-02
Tai Seng,2024,11,3,0.2,0.2,0.2,0.2,28.5,33.4,27.2,NA,NA,2024-11-03
Tai Seng,2024,11,4,36.6,31.4,35.2,35.6,27.6,30.3,23.8,NA,NA,2024-11-04
Tai Seng,2024,11,5,0,0,0,0,29,32.7,26.8,NA,NA,2024-11-05
Tai Seng,2024,11,6,0,0,0,0,28.3,32.4,25.6,NA,NA,2024-11-06
Tai Seng,2024,11,7,5.2,4.8,5.2,5.2,28.2,31.7,26.4,NA,NA,2024-11-07
Tai Seng,2024,11,8,8.4,3.8,5.6,8.4,29.1,33.3,24.7,NA,NA,2024-11-08
Tai Seng,2024,11,9,6.2,5.4,6,6,28.7,32.4,25.9,NA,NA,2024-11-09
Tai Seng,2024,11,10,43.2,33.6,39.6,42.6,28,32.5,24.2,NA,NA,2024-11-10
Tai Seng,2024,11,11,2.8,1.8,2.8,2.8,28,34.3,25.5,NA,NA,2024-11-11
Tai Seng,2024,11,12,1.6,1.6,1.6,1.6,28.3,33.6,26.3,NA,NA,2024-11-12
Tai Seng,2024,11,13,20,13.8,18,20,27.5,31.8,24.5,NA,NA,2024-11-13
Tai Seng,2024,11,14,1,0.8,1,1,28.3,32.5,26,NA,NA,2024-11-14
Tai Seng,2024,11,15,0,0,0,0,28.6,32.5,26.7,NA,NA,2024-11-15
Tai Seng,2024,11,16,42,19.8,26.4,39.8,27.3,33,24.5,NA,NA,2024-11-16
Tai Seng,2024,11,17,7,3.8,5.4,6.8,26.9,33.3,25.2,NA,NA,2024-11-17
Tai Seng,2024,11,18,4.4,4,4,4.2,27.2,30.4,25.9,NA,NA,2024-11-18
Tai Seng,2024,11,19,6.2,2.6,3.6,4.6,26.7,29.1,25.5,NA,NA,2024-11-19
Tai Seng,2024,11,20,0.2,0.2,0.2,0.2,26.9,29,25.8,NA,NA,2024-11-20
Tai Seng,2024,11,21,0.8,0.6,0.6,0.6,27.6,32.4,25.9,NA,NA,2024-11-21
Tai Seng,2024,11,22,66.8,34.6,51.6,60.2,26.7,32.4,23.5,NA,NA,2024-11-22
Tai Seng,2024,11,23,18.2,9.6,9.6,13.8,27.4,32.7,24.4,NA,NA,2024-11-23
Tai Seng,2024,11,24,0.2,0.2,0.2,0.2,28.2,31.7,26.3,NA,NA,2024-11-24
Tai Seng,2024,11,25,5.6,4.2,4.2,4.2,28,31,26.4,NA,NA,2024-11-25
Tai Seng,2024,11,26,27,19.8,19.8,19.8,26.6,31.7,24.7,NA,NA,2024-11-26
Tai Seng,2024,11,27,6.6,2,3.2,4.8,26.4,30.3,24.8,NA,NA,2024-11-27
Tai Seng,2024,11,28,4,1.2,1.6,2,26.6,30.4,24.9,NA,NA,2024-11-28
Tai Seng,2024,11,29,25.6,12.8,14.4,17.6,25.9,27.4,23.9,NA,NA,2024-11-29
Tai Seng,2024,11,30,0,0,0,0,28.3,33.5,25.3,NA,NA,2024-11-30
Tai Seng,2024,12,1,0,0,0,0,29.1,34,26.4,NA,NA,2024-12-01
Tai Seng,2024,12,2,1.2,1.2,1.2,1.2,28.2,32.1,26.3,NA,NA,2024-12-02
Tai Seng,2024,12,3,90.6,37.4,51.2,75.8,27.6,32.2,23.8,NA,NA,2024-12-03
Tai Seng,2024,12,4,1.6,1.4,1.4,1.4,28.3,32.2,26.1,NA,NA,2024-12-04
Tai Seng,2024,12,5,0,0,0,0,29.5,33.2,26.5,NA,NA,2024-12-05
Tai Seng,2024,12,6,0,0,0,0,30.1,34.7,27.2,NA,NA,2024-12-06
Tai Seng,2024,12,7,0,0,0,0,30.3,35.5,27.2,NA,NA,2024-12-07
Tai Seng,2024,12,8,2,1.6,1.6,1.8,28.8,34.1,26.6,NA,NA,2024-12-08
Tai Seng,2024,12,9,1.4,0.6,1,1.2,27.2,31.9,25.4,NA,NA,2024-12-09
Tai Seng,2024,12,10,0,0,0,0,27.7,30.9,25.5,NA,NA,2024-12-10
Tai Seng,2024,12,11,26.2,15.6,25.8,26,28.9,34,24.7,NA,NA,2024-12-11
Tai Seng,2024,12,12,0,0,0,0,28.5,30.8,26.5,NA,NA,2024-12-12
Tai Seng,2024,12,13,3.4,1.8,2.8,3.2,27.8,29.6,24.7,NA,NA,2024-12-13
Tai Seng,2024,12,14,0.6,0.4,0.4,0.6,29.3,34.5,26.3,NA,NA,2024-12-14
Tai Seng,2024,12,15,37.8,35.6,37.8,37.8,28.5,34.1,24.5,NA,NA,2024-12-15
Tai Seng,2024,12,16,30.6,26,29.4,30.2,28,33.8,24.4,NA,NA,2024-12-16
Tai Seng,2024,12,17,3,3,3,3,28,32,26.4,NA,NA,2024-12-17
Tai Seng,2024,12,18,3.4,2.4,2.8,3,26.7,27.9,25.9,NA,NA,2024-12-18
Tai Seng,2024,12,19,0,0,0,0,27.4,29.3,25.7,NA,NA,2024-12-19
Tai Seng,2024,12,20,0.8,0.8,0.8,0.8,27.3,29.9,25.7,NA,NA,2024-12-20
Tai Seng,2024,12,21,0.2,0.2,0.2,0.2,27.7,31.3,26.3,NA,NA,2024-12-21
Tai Seng,2024,12,22,0,0,0,0,27.9,31.7,26.4,NA,NA,2024-12-22
Tai Seng,2024,12,23,21.4,4.2,7,9.2,26.9,31,24.9,NA,NA,2024-12-23
Tai Seng,2024,12,24,10,5.4,5.4,5.4,26.6,30.9,24.9,NA,NA,2024-12-24
Tai Seng,2024,12,25,0,0,0,0,27.7,31,25.7,NA,NA,2024-12-25
Tai Seng,2024,12,26,0.2,0.2,0.2,0.2,27.8,30.2,25.8,NA,NA,2024-12-26
Tai Seng,2024,12,27,2.6,2.6,2.6,2.6,28,31.8,26.3,NA,NA,2024-12-27
Tai Seng,2024,12,28,0,0,0,0,28.4,31.9,26.1,NA,NA,2024-12-28
Tai Seng,2024,12,29,33.4,31.6,33.2,33.2,27.6,31.7,23.8,NA,NA,2024-12-29
Tai Seng,2024,12,30,16.8,9.6,15.4,16,26.6,30.1,23.6,NA,NA,2024-12-30
Tai Seng,2024,12,31,26.8,24,25.4,25.8,27.3,31.3,24.3,NA,NA,2024-12-31
Jurong (West),2024,1,1,4.2,3.4,3.4,3.4,26.1,29.5,25.3,17.1,35.6,2024-01-01
Jurong (West),2024,1,2,0,0,0,0.4,27.7,33.1,24.9,18,38.2,2024-01-02
Jurong (West),2024,1,3,0,0,0,0,27.8,31.8,25.8,17.9,35.9,2024-01-03
Jurong (West),2024,1,4,48.8,7.6,10.8,15.6,25.4,26.8,23.8,15.1,38.2,2024-01-04
Jurong (West),2024,1,5,0.8,0.4,0.4,0.6,26.6,29.6,24.5,17.6,39.3,2024-01-05
Jurong (West),2024,1,6,8.2,5.2,6.2,6.2,26.7,30.7,25.2,17.6,47.6,2024-01-06
Jurong (West),2024,1,7,54.4,16.6,24.4,32.4,24.3,25.9,23.4,13.4,35.9,2024-01-07
Jurong (West),2024,1,8,0.8,0.8,0.8,0.8,26.2,31.3,23.4,17.3,40.4,2024-01-08
Jurong (West),2024,1,9,7.2,1.4,2.6,4.2,26.8,30.9,24.2,17.7,37.8,2024-01-09
Jurong (West),2024,1,10,42.6,18.6,18.8,19,26.2,29.9,24.5,17.8,41.9,2024-01-10
Jurong (West),2024,1,11,0.2,0.2,0.2,0.2,27.2,30,24.9,17.2,35,2024-01-11
Jurong (West),2024,1,12,NA,NA,NA,NA,25.4,27.3,23.9,17.1,40.7,2024-01-12
Jurong (West),2024,1,13,0,0,0,0,27.1,31.1,24.5,17.2,32.8,2024-01-13
Jurong (West),2024,1,14,0,0,0,0,27.6,31.4,25.5,20.3,39.6,2024-01-14
Jurong (West),2024,1,15,5.6,2.2,2.8,4,27.5,32.7,25.5,17.8,42,2024-01-15
Jurong (West),2024,1,16,1.4,1.2,1.2,1.4,26.8,30.3,24.1,16.3,39.3,2024-01-16
Jurong (West),2024,1,17,7,5.8,6.2,6.8,27.4,32,25.3,15.9,37,2024-01-17
Jurong (West),2024,1,18,0.8,0.6,0.8,0.8,26.8,30.2,25.2,17.4,38.2,2024-01-18
Jurong (West),2024,1,19,3,2.2,2.4,2.6,26.7,30.8,25.2,16.3,36.7,2024-01-19
Jurong (West),2024,1,20,6.6,0.6,1.2,1.6,25,26.6,23.5,14.7,33.9,2024-01-20
Jurong (West),2024,1,21,8.8,8.2,8.8,8.8,27.5,34.8,23.4,16.8,35.9,2024-01-21
Jurong (West),2024,1,22,0,0,0,0,28.2,32.8,24.8,18.1,35,2024-01-22
Jurong (West),2024,1,23,33.6,22.6,22.8,32.2,26.7,33.3,23.9,17.7,40.4,2024-01-23
Jurong (West),2024,1,24,60.6,22.2,29,35.4,25.9,30.7,24.1,13.9,34.3,2024-01-24
Jurong (West),2024,1,25,4.8,2,2.6,6.4,26.1,31,24.5,15.7,37.4,2024-01-25
Jurong (West),2024,1,26,0.2,0.2,0.2,0.2,27.9,31.9,25.4,20.7,46.9,2024-01-26
Jurong (West),2024,1,27,0,0,0,0,28.5,32.4,26.3,22,51.9,2024-01-27
Jurong (West),2024,1,28,0,0,0,0,28,32.2,25.3,21.6,47.6,2024-01-28
Jurong (West),2024,1,29,0,0,0,0,28,32.2,25.3,22.7,46.5,2024-01-29
Jurong (West),2024,1,30,0.6,0.4,0.4,0.4,27.4,30.9,25,NA,41.1,2024-01-30
Jurong (West),2024,1,31,0,0,0,0,27.8,NA,NA,NA,NA,2024-01-31
Jurong (West),2024,2,1,0,0,0,0,28.3,33.5,26.3,20.4,41.1,2024-02-01
Jurong (West),2024,2,2,34.4,20.4,31.8,34.2,27.6,34.6,25.3,18.9,40.4,2024-02-02
Jurong (West),2024,2,3,22.2,11.2,20.8,22.2,27.9,34.3,24.5,17.6,38.2,2024-02-03
Jurong (West),2024,2,4,0,0,0,0,28.3,34.6,25.3,18,40.7,2024-02-04
Jurong (West),2024,2,5,0.2,0.2,0.2,0.2,28.5,35.2,25.2,19.2,40.4,2024-02-05
Jurong (West),2024,2,6,0,0,0,0,28.4,34,25.2,20.3,41.1,2024-02-06
Jurong (West),2024,2,7,3.8,3.2,3.6,3.8,28.1,34.5,25.7,19.6,38.9,2024-02-07
Jurong (West),2024,2,8,0,0,0,0,28.5,34.6,25.7,18.9,37,2024-02-08
Jurong (West),2024,2,9,13.4,11,12.2,13.2,27.8,33.6,25.5,19.2,40.4,2024-02-09
Jurong (West),2024,2,10,8.4,7.4,8.4,8.4,27.5,32.4,23.7,20.9,55,2024-02-10
Jurong (West),2024,2,11,0,0,0.4,8.4,27.9,32.3,25.2,20.7,45.4,2024-02-11
Jurong (West),2024,2,12,2.8,1.6,1.8,2,26.8,30.9,25.4,20.5,50,2024-02-12
Jurong (West),2024,2,13,6.4,2.8,3.8,4.4,26.7,29.8,24.8,20.7,49.3,2024-02-13
Jurong (West),2024,2,14,19.6,12.2,12.4,12.4,27.4,31.6,24.9,19,41.1,2024-02-14
Jurong (West),2024,2,15,0.6,0.4,0.4,0.4,27.1,30.1,25.9,21.3,50.4,2024-02-15
Jurong (West),2024,2,16,0,0,0,0,28.2,32,26,21.9,54.8,2024-02-16
Jurong (West),2024,2,17,0.2,0.2,0.2,0.2,27.6,31.5,25.1,21.2,41.1,2024-02-17
Jurong (West),2024,2,18,0,0,0,0,28.3,33.4,25.5,20.7,40,2024-02-18
Jurong (West),2024,2,19,2.4,2,2.2,2.4,28.1,33.6,25.7,19.7,41.9,2024-02-19
Jurong (West),2024,2,20,0.4,0.4,0.4,0.4,28.6,33.5,26,19.3,39.6,2024-02-20
Jurong (West),2024,2,21,6.8,4,4,6.8,28.3,34.3,25,19.7,41.1,2024-02-21
Jurong (West),2024,2,22,1.2,0.6,0.6,1.2,28.3,33.9,26.3,17.8,35.6,2024-02-22
Jurong (West),2024,2,23,14.4,10.8,14.4,14.4,27.8,33.2,24.4,19,37.8,2024-02-23
Jurong (West),2024,2,24,0.6,0.6,0.6,0.6,28.3,32.1,25.9,19.6,40,2024-02-24
Jurong (West),2024,2,25,0,0,0,0,29,34,25.6,19.9,40.7,2024-02-25
Jurong (West),2024,2,26,0,0,0,0,28.9,32.9,26.4,19.9,43.5,2024-02-26
Jurong (West),2024,2,27,3.2,3.2,3.2,3.2,28.1,30.5,26.8,21.3,38.5,2024-02-27
Jurong (West),2024,2,28,0,0,0,0,28.7,32.5,26.4,22.2,43.9,2024-02-28
Jurong (West),2024,2,29,0,0,0,0,29.1,34.8,25.5,22.8,44.3,2024-02-29
Jurong (West),2024,3,1,0.8,0.8,0.8,0.8,28.3,33.4,26.1,19.9,40,2024-03-01
Jurong (West),2024,3,2,10.6,5.2,5.2,8.8,27.8,33.2,25.8,20.6,40,2024-03-02
Jurong (West),2024,3,3,12.8,6.6,6.8,6.8,26.7,30,25,18.8,52.6,2024-03-03
Jurong (West),2024,3,4,49.6,14.8,22.6,30.4,26.9,31.1,24.6,17.5,42.4,2024-03-04
Jurong (West),2024,3,5,59.8,29.6,39.8,52.4,NA,NA,NA,15.4,35.2,2024-03-05
Jurong (West),2024,3,6,5.6,3,4.4,5.6,27.1,33.9,24.5,15.8,48.5,2024-03-06
Jurong (West),2024,3,7,15.8,11.2,14.6,14.6,27.9,34.7,25.8,16.9,39.6,2024-03-07
Jurong (West),2024,3,8,3,1.2,1.8,3,27.3,29.9,25.8,16.6,32.8,2024-03-08
Jurong (West),2024,3,9,0,0,0,0,28.5,33.2,25.7,18.3,38.5,2024-03-09
Jurong (West),2024,3,10,4.4,2.6,2.8,3,27.4,30.9,25.4,17.4,35.9,2024-03-10
Jurong (West),2024,3,11,0,0,0,0.2,28.4,33.6,25.1,21.7,42,2024-03-11
Jurong (West),2024,3,12,0,0,0,0,29.3,34.8,26.4,22.8,40.7,2024-03-12
Jurong (West),2024,3,13,0,0,0,0,29.1,34.6,25.4,21.5,41.9,2024-03-13
Jurong (West),2024,3,14,0,0,0,0,28.9,35.3,25.5,20.8,40.4,2024-03-14
Jurong (West),2024,3,15,0,0,0,0,28.7,34.1,25.6,20.5,40.4,2024-03-15
Jurong (West),2024,3,16,0,0,0,0,29.3,35.3,25.8,20.6,39.3,2024-03-16
Jurong (West),2024,3,17,0,0,0,0,29.4,36,25.8,21.3,46.9,2024-03-17
Jurong (West),2024,3,18,24.8,10.4,16.2,24.4,29.3,35.7,25.9,20.3,45.7,2024-03-18
Jurong (West),2024,3,19,27.2,26.8,27.2,27.2,28.6,34.4,24.8,19.7,60.2,2024-03-19
Jurong (West),2024,3,20,2.8,2.8,2.8,2.8,28.8,32.3,26.7,20.7,41.9,2024-03-20
Jurong (West),2024,3,21,0,0,0,0,29,32.6,26.8,20.4,42.4,2024-03-21
Jurong (West),2024,3,22,0,0,0,0,29.4,34.9,26.3,19.8,39.3,2024-03-22
Jurong (West),2024,3,23,0,0,0,0,29.7,35.6,26.6,17.8,37.4,2024-03-23
Jurong (West),2024,3,24,0,0,0,0,29.5,36.1,26.6,17.8,37,2024-03-24
Jurong (West),2024,3,25,0,0,0,0,29.8,35.1,26.8,19.2,37.8,2024-03-25
Jurong (West),2024,3,26,0,0,0,0,30,35.1,27,21.1,47.2,2024-03-26
Jurong (West),2024,3,27,0,0,0,0,29.9,35.1,26.1,19.9,41.5,2024-03-27
Jurong (West),2024,3,28,7.6,7.6,7.6,7.6,29.4,34,25.8,19,37,2024-03-28
Jurong (West),2024,3,29,0,0,0,0,30.5,34,27.9,17.2,36.7,2024-03-29
Jurong (West),2024,3,30,0,0,0,0,29.7,35.8,27.1,17.3,37,2024-03-30
Jurong (West),2024,3,31,18.6,10.8,15.6,18.6,28.8,33.5,26.3,16,33.9,2024-03-31
Jurong (West),2024,4,1,0,0,0,0,29.3,34.1,26.7,17.4,34.3,2024-04-01
Jurong (West),2024,4,2,0,0,0,0,30.7,35.2,27.9,15.4,39.3,2024-04-02
Jurong (West),2024,4,3,41.6,25.6,41,41.6,29.2,34,24.6,13.5,42,2024-04-03
Jurong (West),2024,4,4,29.8,18.6,28,29.8,28.7,33.7,26.6,15.1,33.9,2024-04-04
Jurong (West),2024,4,5,0,0,0,0,29.9,35.3,25.9,14.6,35.2,2024-04-05
Jurong (West),2024,4,6,0,0,0,0,30.3,36.2,27.3,13.5,40.7,2024-04-06
Jurong (West),2024,4,7,0,0,0,0,30.1,35.8,27.8,14,41.1,2024-04-07
Jurong (West),2024,4,8,40.4,37.6,40.2,40.4,29,32.9,23.7,13.1,53,2024-04-08
Jurong (West),2024,4,9,0,0,0,0,29.9,35,26.7,15.2,35.2,2024-04-09
Jurong (West),2024,4,10,29.8,15.6,22.6,24.4,27.6,32.1,25.7,14.9,44.6,2024-04-10
Jurong (West),2024,4,11,3.6,1.6,1.6,1.6,28.2,31.7,26,14.1,41.9,2024-04-11
Jurong (West),2024,4,12,29.4,7,9.8,15,26.3,28,25,14.5,35.6,2024-04-12
Jurong (West),2024,4,13,0.4,0.4,0.4,0.4,28.3,34.5,25.8,15,44.3,2024-04-13
Jurong (West),2024,4,14,23.2,22.2,23,23.2,28.3,34.8,25.1,14.1,41.9,2024-04-14
Jurong (West),2024,4,15,0,0,0,0,29.3,34.1,26.9,13,43.2,2024-04-15
Jurong (West),2024,4,16,0.2,0.2,0.2,0.2,28.2,30,27.2,11.3,33.2,2024-04-16
Jurong (West),2024,4,17,36,19.8,33.2,35.8,28.2,33.1,24.7,13.9,42.8,2024-04-17
Jurong (West),2024,4,18,0,0,0,0,29.6,33.9,26.3,15.5,35,2024-04-18
Jurong (West),2024,4,19,0,0,0,0,29.5,32.6,27,13.9,35.6,2024-04-19
Jurong (West),2024,4,20,1,0.8,1,1,28.6,32.1,27.2,13.9,42.8,2024-04-20
Jurong (West),2024,4,21,0,0,0,0,29.1,34.3,26.7,13.6,35.6,2024-04-21
Jurong (West),2024,4,22,8.2,3.2,3.4,4.4,28.8,34.1,26.1,14.3,37.4,2024-04-22
Jurong (West),2024,4,23,20.8,9.4,10.8,11,29.4,34,26.5,13.6,32.8,2024-04-23
Jurong (West),2024,4,24,0,0,0,0,29.8,33.7,27.2,15.4,38.2,2024-04-24
Jurong (West),2024,4,25,1,1,1,1,30.3,35.8,28.3,14.2,35.9,2024-04-25
Jurong (West),2024,4,26,2,2,2,2,29.6,34.8,27.1,13,36.3,2024-04-26
Jurong (West),2024,4,27,0.2,0.2,0.2,0.2,29.9,34.7,27.2,14.2,33.2,2024-04-27
Jurong (West),2024,4,28,0,0,0,0,29.7,33.6,28,15.2,40,2024-04-28
Jurong (West),2024,4,29,0,0,0,0,30.5,34.9,27.1,13.9,35,2024-04-29
Jurong (West),2024,4,30,0,NA,0,0,30.7,34.2,28.3,14.1,36.7,2024-04-30
Jurong (West),2024,5,1,46.6,24.8,31.6,36.6,29.7,34.3,26.3,NA,NA,2024-05-01
Jurong (West),2024,5,2,0,0.2,1.6,27.8,28.6,33.1,27,NA,NA,2024-05-02
Jurong (West),2024,5,3,29.2,22.6,28.6,29.2,28.5,33.6,24.4,NA,NA,2024-05-03
Jurong (West),2024,5,4,61.6,21.8,34,42.4,26.1,28.2,23.9,NA,NA,2024-05-04
Jurong (West),2024,5,5,0,0,0,0,29.6,33.8,25.9,NA,NA,2024-05-05
Jurong (West),2024,5,6,0,0,0,0,30.1,34.5,27.9,NA,NA,2024-05-06
Jurong (West),2024,5,7,46,26.8,35.8,44.2,27.9,31.8,25.3,NA,NA,2024-05-07
Jurong (West),2024,5,8,15.8,10.4,11.8,14.2,27.9,32.2,25,NA,NA,2024-05-08
Jurong (West),2024,5,9,0,0,0,0,30.1,34.5,26.9,NA,NA,2024-05-09
Jurong (West),2024,5,10,0,0,0,0,30,32.6,27.8,NA,NA,2024-05-10
Jurong (West),2024,5,11,0,0,0,0,29.8,35.5,27,NA,NA,2024-05-11
Jurong (West),2024,5,12,9.6,6.6,9.2,9.6,29,33,27.2,NA,NA,2024-05-12
Jurong (West),2024,5,13,16.6,6.6,8.8,8.8,28.4,35.4,26,NA,NA,2024-05-13
Jurong (West),2024,5,14,34.4,25,34.2,34.4,28.3,34.5,24.4,NA,NA,2024-05-14
Jurong (West),2024,5,15,3.8,3.6,3.6,3.8,28.8,31.9,25.5,NA,NA,2024-05-15
Jurong (West),2024,5,16,42.2,11.2,12,17.2,27.1,29.9,25.4,NA,NA,2024-05-16
Jurong (West),2024,5,17,0,0,0,0,NA,NA,NA,NA,NA,2024-05-17
Jurong (West),2024,5,18,15,13.2,14.6,14.8,29.1,33.6,25.4,NA,NA,2024-05-18
Jurong (West),2024,5,19,2.6,2.6,2.6,2.6,29.6,33.4,27.1,NA,NA,2024-05-19
Jurong (West),2024,5,20,18.2,10.8,14.2,14.4,28.7,32.2,25.7,NA,NA,2024-05-20
Jurong (West),2024,5,21,9.4,7,7,7,29.3,32.1,27.3,NA,NA,2024-05-21
Jurong (West),2024,5,22,38.8,28.2,36.4,37.8,28.2,30,25,NA,NA,2024-05-22
Jurong (West),2024,5,23,1.8,0.6,1,1.6,29.2,34.2,26.8,NA,NA,2024-05-23
